"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"The Structurist";"0081-6027";"Art Index";"H. W. Wilson Company";"1983";"0";"23/24";"2007";"0";"47/48";"0";"0";"0";"0";"0";"0";"21";"0"
"The Town Planning Review";"0041-0020";"Art Index";"H. W. Wilson Company";"1984";"55";"0";"1993";"64";"0";"0";"0";"0";"0";"0";"0";"36";"0"
"Third Text";"0952-8822";"Art Index";"H. W. Wilson Company";"1994";"0";"26";"2009";"23";"2";"0";"0";"0";"0";"0";"0";"92";"0"
"Time & Mind";"1751-696X";"Art Index";"H. W. Wilson Company";"2008";"1";"1";"2008";"1";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Town & Country Planning";"0040-9960";"Art Index";"H. W. Wilson Company";"1983";"52";"0";"1993";"62";"0";"0";"0";"0";"0";"0";"0";"70";"0"
"Trace (American Institute of Graphic Arts)";"";"Art Index";"H. W. Wilson Company";"2001";"1";"2";"2001";"1";"3";"0";"0";"0";"0";"0";"0";"2";"0"
"Transition (Melbourne, Aust.)";"0157-7344";"Art Index";"H. W. Wilson Company";"1997";"0";"56";"2000";"0";"61/62";"0";"0";"0";"0";"0";"0";"4";"0"
"Tribal (San Francisco, Calif.)";"";"Art Index";"H. W. Wilson Company";"2002";"7";"4";"2004";"9";"1";"0";"0";"0";"0";"0";"0";"6";"0"
"Tribal (San Francisco, Calif.)";"1549-4691";"Art Index";"H. W. Wilson Company";"2000";"0";"0";"2009";"13";"3";"0";"0";"0";"0";"0";"0";"28";"0"
"U&LC";"0362-6245";"Art Index";"H. W. Wilson Company";"1998";"24";"4";"1999";"26";"2";"0";"0";"0";"0";"0";"0";"6";"0"
"Umbrella";"0160-0699";"Art Index";"H. W. Wilson Company";"2005";"28";"1";"2008";"31";"3";"0";"0";"0";"0";"0";"0";"13";"0"
"Uncoverings";"0277-0628";"Art Index";"H. W. Wilson Company";"1993";"14";"0";"2008";"29";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Urban Design International";"0731-6259";"Art Index";"H. W. Wilson Company";"1986";"7";"0";"1989";"10";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Vie des Arts";"0042-5435";"Art Index";"H. W. Wilson Company";"1997";"41";"169";"2009";"53";"0";"0";"0";"0";"0";"0";"0";"46";"0"
"Visible Language";"0022-2224";"Art Index";"H. W. Wilson Company";"1986";"7";"0";"2009";"43";"1";"0";"0";"0";"0";"0";"0";"77";"0"
"Visual Culture in Britain";"1471-4787";"Art Index";"H. W. Wilson Company";"2003";"4";"1";"2008";"9";"2";"0";"0";"0";"0";"0";"0";"14";"0"
"Visual Resources";"0197-3762";"Art Index";"H. W. Wilson Company";"1995";"11";"1";"2009";"25";"1/2";"0";"0";"0";"0";"0";"0";"57";"0"
"Wallraf-Richartz-Jahrbuch";"0083-7105";"Art Index";"H. W. Wilson Company";"1983";"44";"0";"2008";"69";"0";"0";"0";"0";"0";"0";"0";"37";"0"
"Watercolor";"1053-3915";"Art Index";"H. W. Wilson Company";"2006";"12";"45";"2009";"15";"59";"0";"0";"0";"0";"0";"0";"13";"0"
"Weltkunst";"0043-261X";"Art Index";"H. W. Wilson Company";"2003";"0";"1";"2009";"79";"7";"0";"0";"0";"0";"0";"0";"111";"0"
"Werk, Bauen + Wohnen";"0257-9332";"Art Index";"H. W. Wilson Company";"1984";"39";"0";"2009";"0";"5";"0";"0";"0";"0";"0";"0";"230";"0"
"Werk, Bauen + Wohnen";"0005-6529";"Art Index";"H. W. Wilson Company";"1984";"39";"0";"2005";"0";"11";"0";"0";"0";"0";"0";"0";"110";"0"
"Wide Angle";"0160-6840";"Art Index";"H. W. Wilson Company";"1998";"20";"1";"1999";"21";"4";"0";"0";"0";"0";"0";"0";"8";"0"
"Winterthur Portfolio";"0084-0416";"Art Index";"H. W. Wilson Company";"1984";"19";"0";"2009";"43";"1";"0";"0";"0";"0";"0";"0";"86";"0"
"Woman's Art Journal";"0270-7993";"Art Index";"H. W. Wilson Company";"1985";"6";"0";"2009";"30";"1";"0";"0";"0";"0";"0";"0";"70";"0"
"Women Artists News";"0149-7081";"Art Index";"H. W. Wilson Company";"1986";"7";"0";"1998";"23";"0";"0";"0";"0";"0";"0";"0";"33";"0"
"Women's Art Magazine";"0951-0230";"Art Index";"H. W. Wilson Company";"1994";"0";"56";"1996";"203";"0";"0";"0";"0";"0";"0";"0";"19";"0"
"Word & Image";"0266-6286";"Art Index";"H. W. Wilson Company";"1994";"10";"0";"2009";"25";"2";"0";"0";"0";"0";"0";"0";"63";"0"
"World Archaeology";"0043-8243";"Art Index";"H. W. Wilson Company";"1998";"29";"3";"2009";"41";"1";"0";"0";"0";"0";"0";"0";"51";"0"
"World Architecture";"0956-9758";"Art Index";"H. W. Wilson Company";"1997";"0";"62";"2002";"10";"6";"0";"0";"0";"0";"0";"0";"65";"0"
"World of Interiors";"0264-083X";"Art Index";"H. W. Wilson Company";"1998";"18";"1";"2009";"29";"7";"0";"0";"0";"0";"0";"0";"177";"0"
"World of Tribal Arts";"1354-2990";"Art Index";"H. W. Wilson Company";"1997";"4";"3";"2002";"47";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"X-TRA";"1937-5069";"Art Index";"H. W. Wilson Company";"2008";"11";"2";"2009";"11";"4";"0";"0";"0";"0";"0";"0";"3";"0"
"XXe Si?ecle";"0223-3010";"Art Index";"H. W. Wilson Company";"1953";"0";"0";"1985";"16";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Yale University Art Gallery Bulletin";"0084-3539";"Art Index";"H. W. Wilson Company";"1984";"15";"0";"2007";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0"
"Zeitschrift des Deutschen Vereins f?ur Kunstwissenschaft";"0044-2135";"Art Index";"H. W. Wilson Company";"1981";"35";"1-4";"2007";"61";"0";"0";"0";"0";"0";"0";"0";"40";"0"
"Zeitschrift fur Kunstgeschichte";"0044-2992";"Art Index";"H. W. Wilson Company";"1983";"46";"2";"2009";"72";"1";"0";"0";"0";"0";"0";"0";"175";"0"
