"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Rendiconti della Societa di Cultura preistorica tridentina Trento";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1967";"5";"0";"1970";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Rendiconti. Accademia Nazionale dei Lincei";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"Ser.";"5/6";"1987";"42";"5/6";"0";"0";"0";"0";"0";"0";"91";"0"
"Report of the Department of Antiquities";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1970";"0";"0";"1970";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Report of the Department of Antiquities Cyprus";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"0";"0";"1977";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0"
"Res";"0277-1322";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"1";"0";"2008";"53-54";"0";"0";"0";"0";"0";"0";"0";"69";"0"
"Res";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1981";"1";"0";"2004";"46";"0";"0";"0";"0";"0";"0";"0";"33";"0"
"Research by the National Cultural History Museum";"1024-350X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"7";"0";"2003";"12";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Research in economic anthropology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"1";"0";"2002";"21";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"Research in economic anthropology";"0190-1281";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"1";"0";"2004";"23";"0";"0";"0";"0";"0";"0";"0";"22";"0"
"Research in economic anthropology (Supplement)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"7";"1-14";"1993";"7";"429-71";"0";"0";"0";"0";"0";"0";"10";"0"
"Research in Melanesia";"0254-0665";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"6";"3-4";"1996";"20";"0";"0";"0";"0";"0";"0";"0";"18";"0"
"Research in Melanesia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1975";"1";"1";"1991";"15";"2";"0";"0";"0";"0";"0";"0";"23";"0"
"Reunion anual de etnologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"11";"1";"2005";"18";"2";"0";"0";"0";"0";"0";"0";"5";"0"
"Review of ethnology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"10";"1987";"8";"96-104";"0";"0";"0";"0";"0";"0";"93";"0"
"Review of Indonesian and Malayan affairs";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"6";"1";"1994";"28";"1";"0";"0";"0";"0";"0";"0";"36";"0"
"Revista andina";"0259-9600";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"12";"1";"2006";"42";"1";"0";"0";"0";"0";"0";"0";"16";"0"
"Revista andina";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"0";"0";"2004";"39";"`=";"0";"0";"0";"0";"0";"0";"6";"0"
"Revista Bigott";"0071-1675";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1959";"1";"0";"2007";"38";"0";"0";"0";"0";"0";"0";"0";"86";"0"
"Revista Bigott";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"20";"0";"2002";"61";"0";"0";"0";"0";"0";"0";"0";"32";"0"
"Revista chilena de antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"9";"0";"1992";"11";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista chilena de antropologia";"0716-3312";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"10";"0";"2003";"17";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Revista colombiana de antropologia";"0486-6525";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1953";"1";"1";"2006";"42";"0";"0";"0";"0";"0";"0";"0";"25";"0"
"Revista colombiana de antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"11";"0";"1995";"32";"0";"0";"0";"0";"0";"0";"0";"21";"0"
"Revista colombiana de folklore";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"Ser.";"7";"1966";"4";"10";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista cubana de ciencias sociales";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"24";"0";"1994";"28";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista d'etnologia de Catalunya";"1132-6581";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"15";"0";"2009";"34";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Revista d'etnologia de Catalunya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"3";"0";"2004";"25";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"Revista de antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"0";"0";"1989";"0";"1/2";"0";"0";"0";"0";"0";"0";"4";"0"
"Revista de antropologia (Sao Paulo)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"30/2";"0";"1992";"35";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Revista de antropologia (Sao Paulo)";"0034-7701";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1979";"22";"0";"1999";"42";"1-2";"0";"0";"0";"0";"0";"0";"13";"0"
"Revista de antropologia [Bogota]";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"1989";"0";"1/2";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista de antropologia Sao Paulo";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"9";"1/2";"1983";"26";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Revista de antropologia social";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2004";"13";"0";"2004";"13";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de antropologia social (Madrid)";"1131-558X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"8";"0";"2008";"17";"0";"0";"0";"0";"0";"0";"0";"29";"0"
"Revista de antropologia y arqueologia";"0120-6613";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"3";"1";"2000";"12";"1-2";"0";"0";"0";"0";"0";"0";"14";"0"
"Revista de antropologia y arqueologia";"0124-485X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"13";"0";"2008";"0";"7";"0";"0";"0";"0";"0";"0";"4";"0"
"Revista de antropologia y arqueologia (Bogota)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"0";"1991";"7";"1/2";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista de arqueolog}a americana";"0188-3631";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"0";"1";"2002";"21";"0";"0";"0";"0";"0";"0";"0";"39";"0"
"Revista de arqueologia (Belem)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1987";"4";"1";"1987";"4";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de arqueologia americana";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1990";"1";"0";"1997";"12";"141-60";"0";"0";"0";"0";"0";"0";"14";"0"
"Revista de ciencias sociais";"0041-8862";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"29";"1-2";"1998";"29";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de ciencias sociais";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"3";"1";"1997";"28";"1/2";"0";"0";"0";"0";"0";"0";"19";"0"
"Revista de dialectologia y tradiciones populares";"0034-7891";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2001";"56";"1";"2001";"56";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de dialectologia y tradiciones populares";"0034-7981";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"51";"1";"2009";"64";"1";"0";"0";"0";"0";"0";"0";"22";"0"
"Revista de dialectologia y tradiciones populares";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"18";"3/4";"1999";"54";"291-306";"0";"0";"0";"0";"0";"0";"60";"0"
"Revista de etnografie si folclor";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"34";"0";"2000";"45";"1";"0";"0";"0";"0";"0";"0";"18";"0"
"Revista de Indias";"0034-8341";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"56";"207";"2009";"69";"245";"0";"0";"0";"0";"0";"0";"29";"0"
"Revista de Indias";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"23";"93/4";"2004";"64";"232";"0";"0";"0";"0";"0";"0";"62";"0"
"Revista del Instituto de Antropologia (Cordoba)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"2/3";"0";"1978";"6";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Revista del Museo de Historia Natural de San Rafael";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"28";"1/4";"1996";"28";"1/4";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Museo de Historia Natural de San Rafael (Mendoza)";"0375-1155";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"25";"1-2";"1997";"26";"1-4";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista del Museo de La Plata seccion antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"5";"28";"1994";"9";"74";"0";"0";"0";"0";"0";"0";"20";"0"
"Revista del Museo de La Plata seccion antropologia";"0376-2149";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"9";"82-85";"2000";"9";"82-85";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Museo de La Plata seccion antropologia NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"6";"29";"1973";"8";"51";"0";"0";"0";"0";"0";"0";"21";"0"
"Revista del Museo Nacional (Lima)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"46";"0";"2001";"49";"0";"0";"0";"0";"0";"0";"0";"16";"0"
"Revista del Museo nacional Lima";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"31";"0";"1978";"44";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Revista do Centro de Ensino e Pesquisas arqueologicas Curitiba";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"0";"1968";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista do Museo paulista";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"23";"0";"1988";"33";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Revista do Museo paulista NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"12";"0";"1975";"22";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Revista do Museu de Arqueologia e Etnologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"5";"0";"1996";"6";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista do Museu de Arqueologia e Etnologia (Sao Paulo)";"0103-9709";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"1";"0";"2007";"0";"17";"0";"0";"0";"0";"0";"0";"15";"0"
"Revista espanola de antropologia americana";"0556-6533";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"4";"0";"2009";"39";"1";"0";"0";"0";"0";"0";"0";"105";"0"
"Revista espanola de antropologia americana";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"4";"0";"1997";"27";"0";"0";"0";"0";"0";"0";"0";"47";"0"
"Revista Etnologia de Catalunya";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"6";"0";"1995";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista mexicana de estudios antropologicos Mexico";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1961";"17";"0";"1980";"26";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Revista venezolana de folklore";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1968";"1";"0";"1975";"6";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Revista venezolana de sociologia y antroplogica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"3/4";"0";"1963";"3/4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue Canadienne des Etudes Africanes";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1972";"12";"4";"1972";"12";"4";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'Institut de Sociologie";"0770-1055";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"1-2";"0";"2007";"0";"1-4";"0";"0";"0";"0";"0";"0";"8";"0"
"Revue de l'Institut de Sociologie";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"1/2";"51-68";"1996";"1/4";"253-9";"0";"0";"0";"0";"0";"0";"15";"0"
"Revue de la Societe anthropologique de Yugoslavie [or: yougoslave]";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1964";"1";"0";"1986";"23";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Revue de la societe anthropologique yougoslave";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"20";"0";"1983";"20";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rhodesia scientific Association Proceedings and Transactions";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1969";"54";"1";"1969";"54";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Rig";"0035-5267";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1998";"1";"0";"2009";"92";"1";"0";"0";"0";"0";"0";"0";"61";"0"
"Rig";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"45";"0";"1997";"4";"0";"0";"0";"0";"0";"0";"0";"38";"0"
"Rivista di antropologia";"0085-5723";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1911";"16";"2-3";"2008";"86";"0";"0";"0";"0";"0";"0";"0";"77";"0"
"Rivista di antropologia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"49";"0";"1998";"76";"0";"0";"0";"0";"0";"0";"0";"28";"0"
"Rivista di antropologia (Special Supplement)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"62";"0";"1983";"62";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista di antropologia special supplement";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"62";"0";"1983";"62";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista di Etnogrografia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"16";"0";"1973";"27";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Rivista di scienze preistoriche";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"17";"1/4";"1981";"36";"1/2";"0";"0";"0";"0";"0";"0";"32";"0"
"Rivista di studi liguri";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1960";"26";"1/4";"1975";"41/2";"1/4";"0";"0";"0";"0";"0";"0";"21";"0"
"Rock art research";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"0";"0";"1999";"16";"1";"0";"0";"0";"0";"0";"0";"14";"0"
"Rock art research";"8013-0426";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"16";"2";"1999";"16";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Rock art research";"0813-0426";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1984";"1";"1";"2009";"26";"1";"0";"0";"0";"0";"0";"0";"51";"0"
"Rocznik Bialostocki";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"3";"0";"1993";"18";"449-51";"0";"0";"0";"0";"0";"0";"44";"0"
"Rocznik Etnografii slaskiej Wroclav";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"2";"1";"1967";"3";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Romani studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"10";"2";"2000";"10";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Romani studies";"1528-0748";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2000";"10";"1";"2009";"19";"1";"0";"0";"0";"0";"0";"0";"19";"0"
"Rongorongo studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"1";"1";"1999";"9";"1";"0";"0";"0";"0";"0";"0";"12";"0"
"Rongorongo studies";"0938-0795";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"6";"2";"2004";"14";"2";"0";"0";"0";"0";"0";"0";"12";"0"
"Rossiiskaia arkheologiia";"0869-6063";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"1996";"1";"2008";"2";"0";"0";"0";"0";"0";"0";"0";"332";"0"
"Rossiiskaia arkheologiia";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"2";"0";"1997";"4";"107";"0";"0";"0";"0";"0";"0";"27";"0"
"Royal Anthropological Institute news";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"1";"0";"1984";"65";"0";"0";"0";"0";"0";"0";"0";"66";"0"
"Royal Ontario Museum archaeological Newsletter";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1989";"31";"0";"1991";"46";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Runa";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1958";"9";"1/2";"1991";"20";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Sahara";"1120-5679";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"9";"0";"2008";"19";"0";"0";"0";"0";"0";"0";"0";"44";"0"
"Sahara";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"6";"0";"1998";"10";"139-42";"0";"0";"0";"0";"0";"0";"21";"0"
"SAIL: studies in American Indian literatures";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"6";"1";"1994";"6";"4";"0";"0";"0";"0";"0";"0";"2";"0"
"SAIL: studies in American Indian literatures (Series 2)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"4";"2/3";"1997";"9";"4";"0";"0";"0";"0";"0";"0";"8";"0"
"SAIL: studies in American Indian literatures (Series 2)";"0730-3238";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1996";"8";"2";"2009";"21";"1";"0";"0";"0";"0";"0";"0";"31";"0"
"Sameliv";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1959";"4";"0";"1969";"7";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Samskriti";"0971-0612";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"6";"3-4";"2008";"13";"2";"0";"0";"0";"0";"0";"0";"13";"0"
"Samskriti";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1988";"0";"0";"2000";"8";"1/2";"0";"0";"0";"0";"0";"0";"9";"0"
"Sarance";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"3";"1";"1993";"18";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Sarawak Museum Journal";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"10";"0";"1994";"46";"67";"0";"0";"0";"0";"0";"0";"35";"0"
"Sarawak Museum journal (New Series)";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1995";"49";"70";"2003";"58";"79";"0";"0";"0";"0";"0";"0";"4";"0"
"Sarawak Museum journal (New Series)";"0375-3050";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1992";"43";"64";"2003";"58";"79";"0";"0";"0";"0";"0";"0";"13";"0"
"Sarawak Museum Journal NS";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"21/22";"0";"1965";"25";"6";"0";"0";"0";"0";"0";"0";"5";"0"
"Savanna";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1976";"5";"1";"1992";"13";"2";"0";"0";"0";"0";"0";"0";"17";"0"
"Savanna";"0331-0523";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1993";"14";"1-2";"1993";"14";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Sbornik Ceskoslovenske Spolecnosti Antropologicke";"0862-5085";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1994";"46";"1-3";"2006";"56";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Sbornik Ceskoslovensky Spolecnosti archeologicke";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"3";"0";"1970";"4";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Sbornik Muzeya Antropologii i Etnografii";"0131-3703";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"38";"0";"1999";"47";"191-250";"0";"0";"0";"0";"0";"0";"18";"0"
"Sbornik Muzeya Antropologii i Etnografii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1991";"44";"0";"1992";"45";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Sbornik Muzeya Antropologii y Etnografii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1977";"33";"0";"1989";"43";"0";"0";"0";"0";"0";"0";"0";"11";"0"
"Sbornik Muzeya Antropologii y Etnografii Moscow";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"21";"0";"1977";"32";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Sbornik slovenskeho narodneho Muzea Bratislava v Martine";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"57";"0";"1967";"61";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Sbornik slovenskeho narodneho Muzea Bratislava v Martine Etnografii";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"56";"0";"1962";"56";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Schweizerisches Archiv fur Volkskunde";"0036-794X";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1999";"95";"2";"2008";"104";"2";"0";"0";"0";"0";"0";"0";"20";"0"
"Schweizerisches Archiv fur Volkskunde";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1962";"58";"4";"1999";"95";"1";"0";"0";"0";"0";"0";"0";"65";"0"
"Scottish studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1963";"7";"1";"1999";"33";"186-97";"0";"0";"0";"0";"0";"0";"51";"0"
"Scripta Ethnol";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1983";"0";"0";"1987";"11";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Scripta ethnologica";"0325-6669";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1973";"1";"0";"2002";"23";"0";"0";"0";"0";"0";"0";"0";"53";"0"
"Scripta ethnologica";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1997";"19";"7-44";"1997";"19";"133-49";"0";"0";"0";"0";"0";"0";"8";"0"
"Scripta ethnologica supplementa";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1982";"1";"0";"1985";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Selected reports in ethnomusicology";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1974";"2";"1";"2003";"11";"0";"0";"0";"0";"0";"0";"0";"12";"0"
"Selected Reports Institute of Ethnomusicology University of California";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1966";"1";"1";"1970";"1";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Senri ethnological studies";"";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"1978";"1";"0";"1993";"37";"0";"0";"0";"0";"0";"0";"0";"34";"0"
"Senses and society";"1745-8927";"AnthropologicalIndex";"Institut de l&#8217;Information Scientifique et Technique du CNRS ";"2006";"1";"1";"2009";"4";"2";"0";"0";"0";"0";"0";"0";"4";"0"
