"Title";"ISSN";"Database Name";"Database Producer";"Citation Begin Year";"Citation Begin Volume";"Citation Begin Issue";"Citation Most Recent Year";"Citation Most Recent Volume";"Citation Most Recent Issue";"Fulltext Begin Year";"Fulltext Begin Volume";"Fulltext Begin Issue";"Fulltext Most Recent Year";"Fulltext Most Recent Volume";"Fulltext Most Recent Issue";"Total Number of Issues";"Total Number of Fulltext Issues"
"Renaissance";"";"AveryIndex";"University of California";"1918";"0";"1";"1934";"17";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Rendiconti";"";"AveryIndex";"University of California";"1898";"19";"3";"1980";"53-54";"0";"0";"0";"0";"0";"0";"0";"42";"0"
"Rendiconti della Accademia di Archeologia Lettere e Bella Arti";"";"AveryIndex";"University of California";"1980";"55";"0";"1980";"55";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rendiconti della Accademia di Archeologia, Lettere e Bella Arti";"";"AveryIndex";"University of California";"1975";"50";"0";"1975";"50";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Repertorium fu?r Kunst Wissenschaft";"";"AveryIndex";"University of California";"1925";"45";"1-6";"1925";"45";"1-6";"0";"0";"0";"0";"0";"0";"1";"0"
"Repertorium fu?r Kunstwissenschaft";"";"AveryIndex";"University of California";"1863";"6";"0";"1928";"49";"6";"0";"0";"0";"0";"0";"0";"61";"0"
"Repertorium fur Kunstwissenschaft";"";"AveryIndex";"University of California";"1896";"19";"0";"1896";"19";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Report";"";"AveryIndex";"University of California";"1919";"0";"0";"1976";"4";"7";"0";"0";"0";"0";"0";"0";"7";"0"
"Report and studies in the history of art";"";"AveryIndex";"University of California";"1968";"0";"0";"1969";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Report series";"";"AveryIndex";"University of California";"1973";"0";"20";"1980";"0";"142";"0";"0";"0";"0";"0";"0";"5";"0"
"Reports";"";"AveryIndex";"University of California";"1854";"3";"0";"1883";"17";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Reports and papers";"";"AveryIndex";"University of California";"1863";"7";"0";"1885";"18";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Reports or papers";"";"AveryIndex";"University of California";"1859";"5";"0";"1859";"5";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Repository of arts";"";"AveryIndex";"University of California";"1821";"11";"0";"1821";"11";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Repository of arts, literature, fashions, manufactures, &amp;c.";"";"AveryIndex";"University of California";"1817";"3";"0";"1817";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Res";"0277-1322";"AveryIndex";"University of California";"1987";"0";"14";"1988";"0";"16";"0";"0";"0";"0";"0";"0";"3";"0"
"ReseARCH";"";"AveryIndex";"University of California";"1971";"2";"2";"1971";"3";"1";"0";"0";"0";"0";"0";"0";"3";"0"
"Residential interiors";"";"AveryIndex";"University of California";"1976";"1";"2";"1978";"3";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Residential interiors";"0362-1316";"AveryIndex";"University of California";"1977";"2";"2";"1978";"3";"6";"0";"0";"0";"0";"0";"0";"4";"0"
"Restaurant and hotel design";"0191-345X";"AveryIndex";"University of California";"1986";"8";"6";"1988";"10";"4";"0";"0";"0";"0";"0";"0";"13";"0"
"Restaurant/hotel design international";"";"AveryIndex";"University of California";"1989";"11";"6";"1989";"11";"12";"0";"0";"0";"0";"0";"0";"2";"0"
"Restaurant/hotel design international";"0093-9079";"AveryIndex";"University of California";"1989";"11";"11";"1989";"11";"11";"0";"0";"0";"0";"0";"0";"1";"0"
"Restaurant/hotel design international";"0898-9079";"AveryIndex";"University of California";"1988";"10";"5";"1988";"10";"11";"0";"0";"0";"0";"0";"0";"6";"0"
"Restaurant/hotel design international";"0893-9079";"AveryIndex";"University of California";"1988";"10";"9";"1989";"11";"10";"0";"0";"0";"0";"0";"0";"11";"0"
"Restauro";"";"AveryIndex";"University of California";"1972";"1";"1";"2003";"32";"165-166";"0";"0";"0";"0";"0";"0";"81";"0"
"Restauro &amp; citta??";"";"AveryIndex";"University of California";"1987";"3";"7";"1988";"4";"10";"0";"0";"0";"0";"0";"0";"3";"0"
"Resturo";"";"AveryIndex";"University of California";"1974";"3";"12";"1974";"3";"12";"0";"0";"0";"0";"0";"0";"1";"0"
"Retrospecta";"";"AveryIndex";"University of California";"1987";"0";"0";"2005";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0"
"Reunion des socie??te??s des beaux-arts des departements";"";"AveryIndex";"University of California";"1890";"14";"0";"1890";"14";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Reunion des societies des beaux-arts des departements";"";"AveryIndex";"University of California";"1890";"14";"0";"1890";"14";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Review";"";"AveryIndex";"University of California";"1961";"0";"32";"1968";"0";"58";"0";"0";"0";"0";"0";"0";"7";"0"
"Review of Regional Studies";"";"AveryIndex";"University of California";"1976";"6";"1";"1976";"6";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Review: student work at Tulane School of Architecture";"";"AveryIndex";"University of California";"1993";"14";"0";"1993";"14";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista";"";"AveryIndex";"University of California";"1942";"9";"0";"1973";"7";"27";"0";"0";"0";"0";"0";"0";"10";"0"
"Revista d'arte";"";"AveryIndex";"University of California";"1905";"3";"0";"1961";"36";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Revista de arqueologi??a";"";"AveryIndex";"University of California";"1939";"1";"3";"1939";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de arqueologia";"";"AveryIndex";"University of California";"1938";"1";"1";"1938";"1";"2";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista de arquitectura";"0716-8772";"AveryIndex";"University of California";"1997";"0";"9";"2006";"0";"13";"0";"0";"0";"0";"0";"0";"5";"0"
"Revista de arquitectura";"";"AveryIndex";"University of California";"1938";"25";"0";"1994";"0";"5";"0";"0";"0";"0";"0";"0";"51";"0"
"Revista de arquitectura: RA";"1138-5596";"AveryIndex";"University of California";"2000";"0";"4";"2003";"0";"5";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista de arquitecture";"";"AveryIndex";"University of California";"1944";"29";"0";"1944";"29";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de arte";"";"AveryIndex";"University of California";"1936";"2";"11";"1939";"4";"21-22";"0";"0";"0";"0";"0";"0";"6";"0"
"Revista de arte (Santiago de Chile)";"";"AveryIndex";"University of California";"1936";"2";"11";"1937";"3";"14";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista de los artes y los oficios";"";"AveryIndex";"University of California";"1944";"0";"5";"1944";"0";"5";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista de servic?o do patrimonio histo??rico e arti??stico nacional";"";"AveryIndex";"University of California";"1939";"0";"3";"1939";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Instituto y Museo Arqueologico";"";"AveryIndex";"University of California";"1948";"7";"12";"1948";"7";"12";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Museo Nacio??nal, Lima, Peru";"";"AveryIndex";"University of California";"1936";"5";"2";"1936";"5";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Museo nacional";"";"AveryIndex";"University of California";"1937";"6";"0";"1937";"6";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista del Museo Nacional, Lima, Peru";"";"AveryIndex";"University of California";"1936";"5";"2";"1960";"29";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista do Patrimo??nio Histo??rico e Arti??stico Nacional";"0102-2571";"AveryIndex";"University of California";"1996";"0";"24";"2005";"0";"31";"0";"0";"0";"0";"0";"0";"6";"0"
"Revista do patrimo??nio histo??rico e arti??stico nacional";"";"AveryIndex";"University of California";"1984";"0";"20";"1994";"0";"23";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista do Servic?o do Patrimonio Historico e Artistico Nacional";"";"AveryIndex";"University of California";"1939";"0";"3";"1961";"15";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"Revista espan??ola de arte";"";"AveryIndex";"University of California";"1932";"11";"0";"1935";"12";"12";"0";"0";"0";"0";"0";"0";"9";"0"
"Revista interamericana de planificacio??n";"";"AveryIndex";"University of California";"1973";"7";"27";"1977";"11";"44";"0";"0";"0";"0";"0";"0";"10";"0"
"Revista interamericana de planificacion";"";"AveryIndex";"University of California";"1973";"7";"27";"1974";"8";"30";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista interamericana di planificacio??n";"";"AveryIndex";"University of California";"1977";"11";"42";"1977";"11";"42";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista interamericana di planificacion";"";"AveryIndex";"University of California";"1975";"9";"34";"1977";"11";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Revista mexicana de ingenieri??a y arquitectura";"";"AveryIndex";"University of California";"1963";"42";"0";"1963";"42";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revista mexicana de ingenieria y arquitectura";"";"AveryIndex";"University of California";"1946";"23";"0";"1963";"42";"3";"0";"0";"0";"0";"0";"0";"3";"0"
"Revista nacional de arquitectura";"";"AveryIndex";"University of California";"1945";"4";"0";"1958";"0";"204";"0";"0";"0";"0";"0";"0";"27";"0"
"Revue";"";"AveryIndex";"University of California";"1947";"1";"1";"1976";"0";"4";"0";"0";"0";"0";"0";"0";"11";"0"
"Revue arche??ologique";"0035-0737";"AveryIndex";"University of California";"1976";"0";"2";"1991";"0";"2";"0";"0";"0";"0";"0";"0";"17";"0"
"Revue arche??ologique";"0035-6737";"AveryIndex";"University of California";"1990";"0";"2";"1990";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue Arche??ologique";"";"AveryIndex";"University of California";"1919";"0";"1";"1977";"0";"2";"0";"0";"0";"0";"0";"0";"82";"0"
"Revue arche??ologique de l'est et du centre-est";"";"AveryIndex";"University of California";"1976";"27";"3-4";"1976";"27";"3-4";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue arche??ologique de l'est et du centre-est";"0035-0747";"AveryIndex";"University of California";"1982";"33";"0";"1982";"33";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue arche??ologique de Narbonnaise";"0557-7705";"AveryIndex";"University of California";"1981";"14";"0";"1987";"20";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Revue arche??ologique de Narbonnaise";"";"AveryIndex";"University of California";"1968";"1";"0";"1976";"9";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Revue belge d'arche??ologie et d'histoire de l'art";"";"AveryIndex";"University of California";"1931";"1";"0";"1988";"57";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Revue belge d'arche?ologie et d'histoire de l'art";"";"AveryIndex";"University of California";"1951";"20";"0";"1951";"20";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue d l'art";"";"AveryIndex";"University of California";"1912";"31";"0";"1912";"31";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue d l'art ancien et moderne";"";"AveryIndex";"University of California";"1911";"29";"0";"1911";"29";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue d'art";"";"AveryIndex";"University of California";"1921";"23";"0";"1970";"0";"9";"0";"0";"0";"0";"0";"0";"7";"0"
"Revue d'art et d'esthetique";"";"AveryIndex";"University of California";"1935";"1";"1-2";"1935";"1";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue d'esthe??tique";"";"AveryIndex";"University of California";"1948";"1";"0";"1948";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de deux mondes";"";"AveryIndex";"University of California";"1874";"44";"2";"1874";"44";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'art";"0035-1326";"AveryIndex";"University of California";"1981";"0";"52";"2004";"0";"145";"0";"0";"0";"0";"0";"0";"57";"0"
"Revue de l'art";"";"AveryIndex";"University of California";"1896";"45";"0";"1997";"0";"117";"0";"0";"0";"0";"0";"0";"93";"0"
"Revue de l'art [ancien et moderne]";"";"AveryIndex";"University of California";"1898";"4";"0";"1910";"28";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revue de l'art ancien et modern";"";"AveryIndex";"University of California";"1904";"15";"0";"1904";"15";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'art ancien et moderne";"";"AveryIndex";"University of California";"1897";"1";"0";"1975";"28";"0";"0";"0";"0";"0";"0";"0";"41";"0"
"Revue de l'art chre??tien";"";"AveryIndex";"University of California";"1803";"42";"0";"1975";"29";"0";"0";"0";"0";"0";"0";"0";"38";"0"
"Revue de l'art chretien";"";"AveryIndex";"University of California";"1857";"1";"0";"1857";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'art.";"";"AveryIndex";"University of California";"1980";"0";"47";"1980";"0";"47";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'Association des inge??nieurs et architectes haitiens";"";"AveryIndex";"University of California";"1947";"1";"2";"1947";"1";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de l'union internationale des architectes";"";"AveryIndex";"University of California";"1966";"0";"42";"1966";"0";"42";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue de la Federation Internationale des Entrepreneurs Europeens de Batiment et de travaux publics";"";"AveryIndex";"University of California";"1977";"84";"8";"1977";"84";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue des arch? eologues et historiens d'art de Louvain";"0080-2530";"AveryIndex";"University of California";"1977";"10";"0";"1986";"19";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Revue des arch? eologues et historiens d'art de Louvain";"";"AveryIndex";"University of California";"1969";"2";"0";"1969";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue des arche??ologues et historiens d'art de Louvain";"";"AveryIndex";"University of California";"1970";"3";"0";"1977";"10";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Revue des arts asiatiques";"";"AveryIndex";"University of California";"1924";"1";"1";"1939";"13";"3-4";"0";"0";"0";"0";"0";"0";"26";"0"
"Revue des arts de??coratifs";"";"AveryIndex";"University of California";"1880";"1";"0";"1891";"11";"0";"0";"0";"0";"0";"0";"0";"9";"0"
"Revue des beaux-arts de France";"";"AveryIndex";"University of California";"1942";"1";"0";"1943";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revue des e??tudes Arme??niennes";"";"AveryIndex";"University of California";"1921";"1";"0";"1921";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue du Louvre et des muse??es de France";"";"AveryIndex";"University of California";"1978";"28";"3";"1980";"30";"4";"0";"0";"0";"0";"0";"0";"3";"0"
"Revue du Louvre et des Muse??es de France";"0035-2609";"AveryIndex";"University of California";"1986";"36";"3";"1986";"36";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue du Louvre et des Muse??es de France";"0035-2608";"AveryIndex";"University of California";"1978";"28";"4";"1989";"0";"2";"0";"0";"0";"0";"0";"0";"12";"0"
"Revue du Louvre et des Musees de France";"";"AveryIndex";"University of California";"1977";"27";"5-6";"1977";"27";"5-6";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue ge??ne??rale de l'architecture et des travaux publics";"";"AveryIndex";"University of California";"1841";"2";"0";"1878";"35";"0";"0";"0";"0";"0";"0";"0";"10";"0"
"Revue historique et arche??ologique du Maine";"";"AveryIndex";"University of California";"1936";"92";"2";"1971";"127";"0";"0";"0";"0";"0";"0";"0";"14";"0"
"Revue internationale de la proprie??te?? ba??tie";"";"AveryIndex";"University of California";"1935";"2";"0";"1938";"5";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Revue le arts asiatiques";"";"AveryIndex";"University of California";"1934";"8";"1";"1934";"8";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue roumaine d'histoire de l'art";"0556-8080";"AveryIndex";"University of California";"1976";"13";"0";"1978";"15";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Revue roumaine d'histoire de l'art. Se??rie beaux-arts";"";"AveryIndex";"University of California";"1979";"16";"0";"1987";"24";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Revue roumaine d'histoire de l'art. Se??rie beaux-arts.";"";"AveryIndex";"University of California";"1987";"24";"0";"1988";"25";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Revue trimestrielle";"";"AveryIndex";"University of California";"1974";"0";"1";"1974";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0"
"Revue universelle des arts";"";"AveryIndex";"University of California";"1855";"1-6";"0";"1864";"20";"0";"0";"0";"0";"0";"0";"0";"26";"0"
"Rhode Island history";"";"AveryIndex";"University of California";"1943";"2";"0";"1953";"12";"0";"0";"0";"0";"0";"0";"0";"8";"0"
"RIAI year book";"";"AveryIndex";"University of California";"1946";"0";"0";"1967";"0";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"RIBA journal";"";"AveryIndex";"University of California";"1993";"100";"2";"2001";"108";"4";"0";"0";"0";"0";"0";"0";"3";"0"
"RIBA journal";"1463-9505";"AveryIndex";"University of California";"1999";"106";"11";"2008";"115";"2";"0";"0";"0";"0";"0";"0";"83";"0"
"RIBA journal";"0035-8932";"AveryIndex";"University of California";"1977";"84";"2";"1989";"96";"3";"0";"0";"0";"0";"0";"0";"81";"0"
"RIBA journal";"0035-8922";"AveryIndex";"University of California";"1985";"92";"9";"1985";"92";"9";"0";"0";"0";"0";"0";"0";"1";"0"
"RIBA journal";"0593-6973";"AveryIndex";"University of California";"1989";"96";"8";"1989";"96";"10";"0";"0";"0";"0";"0";"0";"3";"0"
"RIBA journal";"0953-6973";"AveryIndex";"University of California";"1974";"81";"0";"2001";"108";"12";"0";"0";"0";"0";"0";"0";"152";"0"
"RIBA journal";"0953-6873";"AveryIndex";"University of California";"1988";"95";"8";"1988";"95";"8";"0";"0";"0";"0";"0";"0";"1";"0"
"RIBA journal";"0950-8902";"AveryIndex";"University of California";"1988";"95";"1";"1988";"95";"7";"0";"0";"0";"0";"0";"0";"6";"0"
"Ricordidi architettura";"";"AveryIndex";"University of California";"1894";"4";"0";"1894";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Ritchie news";"";"AveryIndex";"University of California";"1974";"1";"6";"1974";"1";"6";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista";"";"AveryIndex";"University of California";"1929";"1";"0";"1985";"8-9";"0";"0";"0";"0";"0";"0";"0";"23";"0"
"Rivista d'arte";"";"AveryIndex";"University of California";"1904";"2";"8-9";"1961";"36";"11";"0";"0";"0";"0";"0";"0";"8";"0"
"Rivista del R. archeologia e storia dell'arte";"";"AveryIndex";"University of California";"1941";"8";"0";"1941";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista del R. Instituto d'archeologia e storia dell'arte";"";"AveryIndex";"University of California";"1941";"8";"0";"1941";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista del R. Istituto d'archeologia e storia dell'arte";"";"AveryIndex";"University of California";"1929";"1";"0";"1961";"10";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Rivista dell'Istituto nazionale d'archeologia e storia dell'arte";"";"AveryIndex";"University of California";"1987";"10";"0";"1993";"16";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Rivista di archeologia";"0392-0895";"AveryIndex";"University of California";"1982";"6";"0";"1990";"14";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Rivista di archeologia";"";"AveryIndex";"University of California";"1979";"3";"0";"1980";"4";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Rivista di archeologia cristiana";"0035-6042";"AveryIndex";"University of California";"1981";"57";"1-2";"1985";"61";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Rivista di archeologia cristiana";"";"AveryIndex";"University of California";"1935";"12";"3-4";"1987";"63";"1-4";"0";"0";"0";"0";"0";"0";"72";"0"
"Rivista di archeologia cristiana. Miscellanea in onore di Enrico Josi, 1";"";"AveryIndex";"University of California";"1968";"42";"1-4";"1968";"42";"1-4";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista di archeologia cristiana. Miscellanea in onore di Enrico Josi, I";"";"AveryIndex";"University of California";"1968";"42";"1-4";"1968";"42";"1-4";"0";"0";"0";"0";"0";"0";"1";"0"
"Rivista di archeologia cristiana. Miscellanea in onore di Enrico Josi, II";"";"AveryIndex";"University of California";"1967";"43";"1-4";"1968";"42";"1-4";"0";"0";"0";"0";"0";"0";"2";"0"
"Rivista di studi pompeiani";"";"AveryIndex";"University of California";"1987";"1";"0";"1987";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Rivista.";"";"AveryIndex";"University of California";"1976";"23-24";"0";"1976";"23-24";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Ro?mische Abteilung. Mitteilungen.";"";"AveryIndex";"University of California";"1978";"85";"2";"1978";"85";"2";"0";"0";"0";"0";"0";"0";"1";"0"
"Ro?mische Quartalschrift fu?r christliche Altertumskunde";"";"AveryIndex";"University of California";"1977";"72";"1-2";"1977";"72";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Ro?mische Quartalschrift fu?r christliche Altertumskunde und Kirchengeschichte.";"0035-7812";"AveryIndex";"University of California";"1977";"72";"1-2";"1988";"83";"1-4";"0";"0";"0";"0";"0";"0";"4";"0"
"Ro?misches jahrbuch fu?r kunstgeschichte";"0342-2046";"AveryIndex";"University of California";"1973";"14";"0";"1988";"23-24";"0";"0";"0";"0";"0";"0";"0";"5";"0"
"Ro?misches Jahrbuch fu?r Kunstgeschichte";"";"AveryIndex";"University of California";"1937";"1";"0";"1983";"20";"0";"0";"0";"0";"0";"0";"0";"20";"0"
"Rocznik";"";"AveryIndex";"University of California";"1928";"9";"0";"1979";"23";"0";"0";"0";"0";"0";"0";"0";"6";"0"
"Rocznik historii sztuki";"0080-3472";"AveryIndex";"University of California";"1981";"13";"0";"1988";"17";"0";"0";"0";"0";"0";"0";"0";"2";"0"
"Rocznik historii sztuki";"";"AveryIndex";"University of California";"1966";"6";"0";"1976";"11";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Rome. Universita??. Istituto di Topografia Antica. Quaderno";"";"AveryIndex";"University of California";"1988";"10";"0";"1988";"10";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Roof";"0307-6911";"AveryIndex";"University of California";"1991";"16";"4";"1992";"17";"1";"0";"0";"0";"0";"0";"0";"4";"0"
"Roof";"";"AveryIndex";"University of California";"1985";"10";"4";"1988";"13";"2";"0";"0";"0";"0";"0";"0";"3";"0"
"Roopa-Lekha";"0035-8215";"AveryIndex";"University of California";"1985";"57";"1-2";"1985";"57";"1-2";"0";"0";"0";"0";"0";"0";"1";"0"
"Roopa-Lekha??";"";"AveryIndex";"University of California";"1929";"0";"4";"1932";"3";"10-11";"0";"0";"0";"0";"0";"0";"10";"0"
"Roslyn Landmark Society: Annual House Tour Guide";"";"AveryIndex";"University of California";"1978";"0";"0";"1978";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Royal architectural institute of Canada. Journal";"";"AveryIndex";"University of California";"1953";"30";"0";"1966";"43";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Royal Institute of British Architects";"";"AveryIndex";"University of California";"1971";"78";"0";"1971";"78";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rozprawy";"";"AveryIndex";"University of California";"1972";"8";"0";"1972";"8";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"RSA journal";"0035-9114";"AveryIndex";"University of California";"1980";"128";"5285";"1989";"137";"5399";"0";"0";"0";"0";"0";"0";"43";"0"
"RSA journal";"1958-0433";"AveryIndex";"University of California";"1994";"142";"5453";"1994";"142";"5453";"0";"0";"0";"0";"0";"0";"1";"0"
"RSA journal";"0958-0433";"AveryIndex";"University of California";"1989";"137";"5401";"2004";"151";"5510";"0";"0";"0";"0";"0";"0";"69";"0"
"RSA journal";"0953-0433";"AveryIndex";"University of California";"1992";"140";"5433";"1994";"142";"5455";"0";"0";"0";"0";"0";"0";"9";"0"
"RUA/Universidad Federal da Bahi??a, Faculdade de Arquitetura, Mestrado e, Arquitectura e Urbanismo";"0103-1651";"AveryIndex";"University of California";"1988";"1";"1";"1990";"3";"4-5";"0";"0";"0";"0";"0";"0";"4";"0"
"Rupam";"";"AveryIndex";"University of California";"1920";"0";"1";"1929";"0";"37";"0";"0";"0";"0";"0";"0";"20";"0"
"Rupam ...";"";"AveryIndex";"University of California";"1922";"0";"11";"1922";"0";"12";"0";"0";"0";"0";"0";"0";"2";"0"
"Russkii?? khudozhestvennyi?? arkhiv";"";"AveryIndex";"University of California";"1894";"3";"0";"1894";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Rutgers art review";"0194-049X";"AveryIndex";"University of California";"1981";"2";"0";"2001";"19";"0";"0";"0";"0";"0";"0";"0";"4";"0"
"Rutgers art review";"";"AveryIndex";"University of California";"1980";"1";"0";"1980";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"SADG : bulletin de la Socie??te?? des architectes diplo??me??s par le gouvernement";"";"AveryIndex";"University of California";"1938";"33";"0";"1971";"0";"181";"0";"0";"0";"0";"0";"0";"19";"0"
"SADG : bulletin de la Sociiti des architectes diplo??me??s par le gouvernement";"";"AveryIndex";"University of California";"1969";"0";"172";"1969";"0";"172";"0";"0";"0";"0";"0";"0";"1";"0"
"Saggi di dissertazioni accademiche";"";"AveryIndex";"University of California";"1741";"9";"0";"1741";"9";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Saggi di dissertazioni accademiche ... Roma, 1741-1791";"";"AveryIndex";"University of California";"1742";"1";"3";"1742";"1";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"Saggi di dissertazioni accademiche ... Roma, 1741-91";"";"AveryIndex";"University of California";"1741";"1";"0";"1783";"8";"0";"0";"0";"0";"0";"0";"0";"7";"0"
"Saggi e memorie di storia dell'arte";"";"AveryIndex";"University of California";"1957";"1";"0";"1959";"2";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Saggi e memorie di storia dell'arte";"0392-713X";"AveryIndex";"University of California";"1988";"16";"0";"1988";"16";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Saint Louis Art Museum ... bulletin";"";"AveryIndex";"University of California";"1987";"18";"3";"1987";"18";"3";"0";"0";"0";"0";"0";"0";"1";"0"
"San Francisco Bay architects' review";"";"AveryIndex";"University of California";"1986";"0";"33";"1986";"0";"33";"0";"0";"0";"0";"0";"0";"1";"0"
"San Francisco Bay architects' review";"0748-3899";"AveryIndex";"University of California";"1983";"0";"28";"1986";"0";"32";"0";"0";"0";"0";"0";"0";"5";"0"
"San Francisco Museum of Art activities";"";"AveryIndex";"University of California";"1947";"0";"0";"1947";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Santo";"0391-7819";"AveryIndex";"University of California";"1980";"20";"1";"1981";"21";"1";"0";"0";"0";"0";"0";"0";"2";"0"
"Saopstenja";"0409-008X";"AveryIndex";"University of California";"1982";"14";"0";"1982";"14";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Saopstenja";"";"AveryIndex";"University of California";"1956";"0";"0";"1982";"14";"0";"0";"0";"0";"0";"0";"0";"3";"0"
"Sbornik ti silentral? nykh gosud. restavrati silionnykh masterskikh";"";"AveryIndex";"University of California";"1928";"2";"0";"1928";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"Sbornik ti silentral? nykh gosudarstvennykh restavrati silionnykh masterskikh";"";"AveryIndex";"University of California";"1926";"1";"0";"1928";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0"
